AUT,usage,test_id,human_video_id,human_states,generated_states,human_transitions,generated_transitions,state_coverage,transition_coverage,state_recall,transition_recall,effort,reduction,core_flag
wish,14-Address,0,0,"['home', 'menu', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'menu', 'menu', 'setting', 'address_add', 'address_edit', 'address_edit', 'address_edit', 'address_edit']","['sign_in', 'sign_in', 'sign_in', 'home', 'menu', 'menu', 'setting', 'address_add', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit']","['menu', 'up', 'state', 'zipcode', 'phone', 'apply', 'up', 'menu_settings', 'to_address', 'add', 'street', 'street', 'city', 'state_spinner']","['email', 'password', 'sign_in', 'menu', 'menu_settings', 'to_address', 'add', 'street', 'street', 'phone', 'name', 'name', 'city', 'zipcode', 'apply']",0.8333333333333334,0.6923076923076923,1.0,0.75,12.0,0.14285714285714285,
wish,14-Address,0,1,"['address_edit', 'address_edit', 'address_edit', 'address_edit', 'popup', 'address_edit', 'address_edit', 'menu', 'setting', 'address_add', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit']","['sign_in', 'sign_in', 'sign_in', 'home', 'menu', 'menu', 'setting', 'address_add', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit', 'address_edit']","['state', 'city', 'phone', 'apply', 'continue', 'zipcode', 'apply', 'menu_settings', 'to_address', 'add', 'street', 'street', 'state_spinner', 'up']","['email', 'password', 'sign_in', 'menu', 'menu_settings', 'to_address', 'add', 'street', 'street', 'phone', 'name', 'name', 'city', 'zipcode', 'apply']",0.6666666666666666,0.6153846153846154,0.8,0.6666666666666666,13.0,0.07142857142857142,
